Unnamed: 0,id_user,test_id,parallel_lang,answer_no,answer,correctness,morphemic_parse
11862,641196041,1,Slovak,36,,incorr,{'HYPH': ['-']}
11863,641196041,1,Slovak,37,,incorr,{'HYPH': ['-']}
11864,641196041,1,Slovak,38,,incorr,{'HYPH': ['-']}
11865,641196041,1,Slovak,39,,incorr,{'HYPH': ['-']}
11866,641196041,1,Slovak,40,,incorr,{'HYPH': ['-']}
11867,641196041,1,Slovak,41,,incorr,{'HYPH': ['-']}
11868,641196041,1,Slovak,42,,incorr,{'HYPH': ['-']}
11869,656806041,1,Slovak,0,,incorr,{'HYPH': ['-']}
11870,656806041,1,Slovak,1,,incorr,{'HYPH': ['-']}
11871,656806041,1,Slovak,2,,incorr,{'HYPH': ['-']}
11872,656806041,1,Slovak,3,плечами,pcorr,"{'ROOT': ['плеч'], 'END': ['ами']}"
11873,656806041,1,Slovak,4,и,incorr,{'ROOT': ['и']}
11874,656806041,1,Slovak,5,,incorr,{'HYPH': ['-']}
11875,656806041,1,Slovak,6,,incorr,{'HYPH': ['-']}
11876,656806041,1,Slovak,7,оковы,pcorr,"{'ROOT': ['оков'], 'END': ['ы']}"
11877,656806041,1,Slovak,8,вытянутых,incorr,"{'PREF': ['вы'], 'ROOT': ['тя'], 'SUFF': ['ну', 'т'], 'END': ['ых']}"
11878,656806041,1,Slovak,9,изможденной,pcorr,"{'PREF': ['из'], 'ROOT': ['можд'], 'SUFF': ['енн'], 'END': ['ой']}"
11879,656806041,1,Slovak,10,видел,pcorr,"{'ROOT': ['вид'], 'SUFF': ['е', 'л']}"
11880,656806041,1,Slovak,11,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
11881,656806041,1,Slovak,12,лестницу,pcorr,"{'ROOT': ['лест'], 'SUFF': ['ниц'], 'END': ['у']}"
11882,656806041,1,Slovak,13,осужденных,corr,"{'PREF': ['о'], 'ROOT': ['сужд'], 'SUFF': ['енн'], 'END': ['ых']}"
11883,656806041,1,Slovak,14,,incorr,{'HYPH': ['-']}
11884,656806041,1,Slovak,15,арамейских,pcorr,"{'ROOT': ['арамей'], 'SUFF': ['ск'], 'END': ['их']}"
11885,656806041,1,Slovak,16,шум,pcorr,{'ROOT': ['шум']}
11886,656806041,1,Slovak,17,громко,pcorr,"{'ROOT': ['гром'], 'SUFF': ['к'], 'END': ['о']}"
11887,656806041,1,Slovak,18,,incorr,{'HYPH': ['-']}
11888,656806041,1,Slovak,19,,incorr,{'HYPH': ['-']}
11889,656806041,1,Slovak,20,,incorr,{'HYPH': ['-']}
11890,656806041,1,Slovak,21,,incorr,{'HYPH': ['-']}
11891,656806041,1,Slovak,22,вышла,pcorr,"{'PREF': ['вы'], 'ROOT': ['шл'], 'END': ['а']}"
11892,656806041,1,Slovak,23,отвесной,pcorr,"{'PREF': ['от'], 'ROOT': ['вес'], 'SUFF': ['н'], 'END': ['ой']}"
11893,656806041,1,Slovak,24,,incorr,{'HYPH': ['-']}
11894,656806041,1,Slovak,25,,incorr,{'HYPH': ['-']}
11895,656806041,1,Slovak,26,,incorr,{'HYPH': ['-']}
11896,656806041,1,Slovak,27,,incorr,{'HYPH': ['-']}
11897,656806041,1,Slovak,28,достал,corr,"{'ROOT': ['дост'], 'SUFF': ['а', 'л']}"
11898,656806041,1,Slovak,29,,incorr,{'HYPH': ['-']}
11899,656806041,1,Slovak,30,,incorr,{'HYPH': ['-']}
11900,656806041,1,Slovak,31,,incorr,{'HYPH': ['-']}
11901,656806041,1,Slovak,32,бокам,pcorr,"{'ROOT': ['бок'], 'END': ['ам']}"
11902,656806041,1,Slovak,33,ехали,pcorr,"{'ROOT': ['ех'], 'SUFF': ['а', 'л'], 'END': ['и']}"
11903,656806041,1,Slovak,34,клубах,corr,"{'ROOT': ['клуб'], 'END': ['ах']}"
11904,656806041,1,Slovak,35,палок,pcorr,"{'ROOT': ['пало'], 'SUFF': ['к']}"
11905,656806041,1,Slovak,36,,incorr,{'HYPH': ['-']}
11906,656806041,1,Slovak,37,,incorr,{'HYPH': ['-']}
11907,656806041,1,Slovak,38,всадник,corr,"{'ROOT': ['всад'], 'SUFF': ['ник']}"
11908,656806041,1,Slovak,39,,incorr,{'HYPH': ['-']}
11909,656806041,1,Slovak,40,прикрывая,pcorr,"{'PREF': ['при'], 'ROOT': ['кры'], 'SUFF': ['ва', 'я']}"
11910,656806041,1,Slovak,41,поехал,pcorr,"{'PREF': ['по'], 'ROOT': ['ех'], 'SUFF': ['а', 'л']}"
11911,656806041,1,Slovak,42,проследовали,corr,"{'PREF': ['про'], 'ROOT': ['след'], 'SUFF': ['ов', 'а', 'л'], 'END': ['и']}"
11912,670936041,1,Slovak,0,повернулся,corr,"{'PREF': ['по'], 'ROOT': ['вер'], 'SUFF': ['ну', 'л'], 'POSTFIX': ['ся']}"
11913,670936041,1,Slovak,1,ступенькам,corr,"{'ROOT': ['ступ'], 'SUFF': ['еньк'], 'END': ['ам']}"
11914,670936041,1,Slovak,2,плиток,corr,"{'ROOT': ['плит'], 'SUFF': ['ок']}"
11915,670936041,1,Slovak,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
11916,670936041,1,Slovak,4,финики,corr,"{'ROOT': ['финик'], 'END': ['и']}"
11917,670936041,1,Slovak,5,чудотворца,pcorr,"{'ROOT': ['чуд', 'твор'], 'LINK': ['о'], 'SUFF': ['ц'], 'END': ['а']}"
11918,670936041,1,Slovak,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
11919,670936041,1,Slovak,7,веревки,corr,"{'ROOT': ['верев'], 'SUFF': ['к'], 'END': ['и']}"
11920,670936041,1,Slovak,8,время допроса,corr,"({'ROOT': ['врем'], 'END': ['я']}, {'ROOT': ['допрос'], 'END': ['а']})"
11921,670936041,1,Slovak,9,безумной,corr,"{'PREF': ['без'], 'ROOT': ['ум'], 'SUFF': ['н'], 'END': ['ой']}"
11922,670936041,1,Slovak,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
11923,670936041,1,Slovak,11,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
11924,670936041,1,Slovak,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
11925,670936041,1,Slovak,13,каторжников,pcorr,"{'ROOT': ['каторж'], 'SUFF': ['ник'], 'END': ['ов']}"
11926,670936041,1,Slovak,14,призывателей,pcorr,"{'PREF': ['при'], 'ROOT': ['зыв'], 'SUFF': ['а', 'тел'], 'END': ['ей']}"
11927,670936041,1,Slovak,15,греческих,corr,"{'ROOT': ['греч'], 'SUFF': ['еск'], 'END': ['их']}"
11928,670936041,1,Slovak,16,голос горна,corr,"({'ROOT': ['голос']}, {'ROOT': ['горн'], 'END': ['а']})"
11929,670936041,1,Slovak,17,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
11930,670936041,1,Slovak,18,шарванцов,corr,"{'ROOT': ['шарванц'], 'END': ['ов']}"
11931,670936041,1,Slovak,19,Солдат,corr,{'ROOT': ['солдат']}
11932,670936041,1,Slovak,20,знал,pcorr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
11933,670936041,1,Slovak,21,остановились,corr,"{'ROOT': ['останов'], 'SUFF': ['и', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
11934,670936041,1,Slovak,22,полетел,corr,"{'PREF': ['по'], 'ROOT': ['лет'], 'SUFF': ['е', 'л']}"
11935,670936041,1,Slovak,23,каменной,corr,"{'ROOT': ['камен'], 'SUFF': ['н'], 'END': ['ой']}"
11936,670936041,1,Slovak,24,виноград,corr,"{'ROOT': ['вин', 'град'], 'LINK': ['о']}"
11937,670936041,1,Slovak,25,пути,corr,"{'ROOT': ['пут'], 'END': ['и']}"
11938,670936041,1,Slovak,26,мальчик,corr,"{'ROOT': ['мальч'], 'SUFF': ['ик']}"
11939,670936041,1,Slovak,27,командир,corr,{'ROOT': ['командир']}
11940,670936041,1,Slovak,28,вытащил,corr,"{'PREF': ['вы'], 'ROOT': ['тащ'], 'SUFF': ['и', 'л']}"
11941,670936041,1,Slovak,29,потная,corr,"{'ROOT': ['пот'], 'SUFF': ['н'], 'END': ['ая']}"
11942,670936041,1,Slovak,30,попятялись,pcorr,"{'PREF': ['по'], 'ROOT': ['пят'], 'SUFF': ['я', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
11943,670936041,1,Slovak,31,командир,corr,{'ROOT': ['командир']}
11944,670936041,1,Slovak,32,шее,corr,"{'ROOT': ['ше'], 'END': ['е']}"
11945,670936041,1,Slovak,33,скакали,corr,"{'ROOT': ['скак'], 'SUFF': ['а', 'л'], 'END': ['и']}"
11946,670936041,1,Slovak,34,облаке,corr,"{'ROOT': ['облак'], 'END': ['е']}"
11947,670936041,1,Slovak,35,пиков,corr,"{'ROOT': ['пик'], 'END': ['ов']}"
11948,670936041,1,Slovak,36,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
11949,670936041,1,Slovak,37,зазубренными,pcorr,"{'PREF': ['за'], 'ROOT': ['зубр'], 'SUFF': ['енн'], 'END': ['ыми']}"
11950,670936041,1,Slovak,38,солдат,corr,{'ROOT': ['солдат']}
11951,670936041,1,Slovak,39,горном,corr,"{'ROOT': ['гор'], 'SUFF': ['н'], 'END': ['ом']}"
11952,670936041,1,Slovak,40,нахмурив,pcorr,"{'PREF': ['на'], 'ROOT': ['хмур'], 'SUFF': ['и', 'в']}"
11953,670936041,1,Slovak,41,двинулся,corr,"{'ROOT': ['дви'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
11954,670936041,1,Slovak,42,следовали,corr,"{'ROOT': ['след'], 'SUFF': ['ов', 'а', 'л'], 'END': ['и']}"
11955,677345490,1,Slovak,0,Обернулся,pcorr,"{'PREF': ['о'], 'ROOT': ['бер'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
11956,677345490,1,Slovak,1,Воротам ,pcorr,"{'ROOT': ['ворот'], 'END': ['ам']}"
11957,677345490,1,Slovak,2,,incorr,{'HYPH': ['-']}
11958,677345490,1,Slovak,3,Спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
11959,677345490,1,Slovak,4,,incorr,{'HYPH': ['-']}
11960,677345490,1,Slovak,5,,incorr,{'HYPH': ['-']}
11961,677345490,1,Slovak,6,Вырвался ,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
11962,677345490,1,Slovak,7,Повязки ,pcorr,"{'PREF': ['по'], 'ROOT': ['вяз'], 'SUFF': ['к'], 'END': ['и']}"
11963,677345490,1,Slovak,8,,incorr,{'HYPH': ['-']}
11964,677345490,1,Slovak,9,Беспамятной ,pcorr,"{'PREF': ['бес'], 'ROOT': ['памят'], 'SUFF': ['н'], 'END': ['ой']}"
11965,677345490,1,Slovak,10,Знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
11966,677345490,1,Slovak,11,Воротам ,pcorr,"{'ROOT': ['ворот'], 'END': ['ам']}"
11967,677345490,1,Slovak,12,Дорогу ,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
11968,677345490,1,Slovak,13,Осужденных ,corr,"{'PREF': ['о'], 'ROOT': ['сужд'], 'SUFF': ['енн', 'ы'], 'END': ['х']}"
11969,677345490,1,Slovak,14,Переводчиков ,pcorr,"{'PREF': ['пере'], 'ROOT': ['вод'], 'SUFF': ['чик'], 'END': ['ов']}"
11970,677345490,1,Slovak,15,Греческом ,corr,"{'ROOT': ['греч'], 'SUFF': ['еск'], 'END': ['ом']}"
11971,677345490,1,Slovak,16,Женщина ,pcorr,"{'ROOT': ['жен'], 'SUFF': ['щин'], 'END': ['а']}"
11972,677345490,1,Slovak,17,Весело ,corr,"{'ROOT': ['весел'], 'END': ['о']}"
11973,677345490,1,Slovak,18,,incorr,{'HYPH': ['-']}
11974,677345490,1,Slovak,19,,incorr,{'HYPH': ['-']}
11975,677345490,1,Slovak,20,,incorr,{'HYPH': ['-']}
11976,677345490,1,Slovak,21,,incorr,{'HYPH': ['-']}
11977,677345490,1,Slovak,22,,incorr,{'HYPH': ['-']}
11978,677345490,1,Slovak,23,,incorr,{'HYPH': ['-']}
11979,677345490,1,Slovak,24,,incorr,{'HYPH': ['-']}
11980,677345490,1,Slovak,25,,incorr,{'HYPH': ['-']}
11981,677345490,1,Slovak,26,,incorr,{'HYPH': ['-']}
11982,677345490,1,Slovak,27,,incorr,{'HYPH': ['-']}
11983,677345490,1,Slovak,28,,incorr,{'HYPH': ['-']}
11984,677345490,1,Slovak,29,,incorr,{'HYPH': ['-']}
11985,677345490,1,Slovak,30,,incorr,{'HYPH': ['-']}
11986,677345490,1,Slovak,31,,incorr,{'HYPH': ['-']}
11987,677345490,1,Slovak,32,,incorr,{'HYPH': ['-']}
11988,677345490,1,Slovak,33,,incorr,{'HYPH': ['-']}
11989,677345490,1,Slovak,34,,incorr,{'HYPH': ['-']}
11990,677345490,1,Slovak,35,,incorr,{'HYPH': ['-']}
11991,677345490,1,Slovak,36,,incorr,{'HYPH': ['-']}
11992,677345490,1,Slovak,37,,incorr,{'HYPH': ['-']}
11993,677345490,1,Slovak,38,,incorr,{'HYPH': ['-']}
11994,677345490,1,Slovak,39,,incorr,{'HYPH': ['-']}
11995,677345490,1,Slovak,40,,incorr,{'HYPH': ['-']}
11996,677345490,1,Slovak,41,,incorr,{'HYPH': ['-']}
11997,677345490,1,Slovak,42,,incorr,{'HYPH': ['-']}
11998,679976041,1,Slovak,0,повернулся,corr,"{'PREF': ['по'], 'ROOT': ['вер'], 'SUFF': ['ну', 'л'], 'POSTFIX': ['ся']}"
11999,679976041,1,Slovak,1,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
12000,679976041,1,Slovak,2,шашек,corr,"{'ROOT': ['шаш'], 'SUFF': ['ек']}"
12001,679976041,1,Slovak,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
12002,679976041,1,Slovak,4,финики,corr,"{'ROOT': ['финик'], 'END': ['и']}"
12003,679976041,1,Slovak,5,чудо,corr,"{'ROOT': ['чуд'], 'END': ['о']}"
12004,679976041,1,Slovak,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
12005,679976041,1,Slovak,7,веревки,corr,"{'ROOT': ['верев'], 'SUFF': ['к'], 'END': ['и']}"
12006,679976041,1,Slovak,8,допросе,corr,"{'ROOT': ['допрос'], 'END': ['е']}"
12007,679976041,1,Slovak,9,сумасшедшей,corr,"{'PREF': ['с'], 'ROOT': ['ума', 'шед'], 'LINK': ['с'], 'SUFF': ['ш'], 'END': ['ей']}"
12008,679976041,1,Slovak,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
12009,679976041,1,Slovak,11,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
12010,679976041,1,Slovak,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
12011,679976041,1,Slovak,13,осужденных,corr,"{'PREF': ['о'], 'ROOT': ['сужд'], 'SUFF': ['енн', 'ы'], 'END': ['х']}"
12012,679976041,1,Slovak,14,глашатаев,corr,"{'ROOT': ['глаш'], 'SUFF': ['ат', 'а'], 'END': ['ев']}"
12013,679976041,1,Slovak,15,греческих,corr,"{'ROOT': ['греч'], 'SUFF': ['еск'], 'END': ['их']}"
12014,679976041,1,Slovak,16,труба,corr,"{'ROOT': ['труб'], 'END': ['а']}"
12015,679976041,1,Slovak,17,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
12016,679976041,1,Slovak,18,мальчишек,corr,"{'ROOT': ['мальч'], 'SUFF': ['иш', 'ек']}"
12017,679976041,1,Slovak,19,Солдат,corr,{'ROOT': ['солдат']}
12018,679976041,1,Slovak,20,значком,corr,"{'ROOT': ['знач'], 'SUFF': ['к'], 'END': ['ом']}"
12019,679976041,1,Slovak,21,остановились,corr,"{'ROOT': ['останов'], 'SUFF': ['и', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
12020,679976041,1,Slovak,22,вылетела,corr,"{'PREF': ['вы'], 'ROOT': ['лет'], 'SUFF': ['е', 'л'], 'END': ['а']}"
12021,679976041,1,Slovak,23,каменной,corr,"{'ROOT': ['камен'], 'SUFF': ['н'], 'END': ['ой']}"
12022,679976041,1,Slovak,24,виноград,corr,"{'ROOT': ['вин', 'град'], 'LINK': ['о']}"
12023,679976041,1,Slovak,25,дорогой,corr,"{'ROOT': ['дорог'], 'END': ['ой']}"
12024,679976041,1,Slovak,26,мальчик,corr,"{'ROOT': ['мальч'], 'SUFF': ['ик']}"
12025,679976041,1,Slovak,27,командир,corr,{'ROOT': ['командир']}
12026,679976041,1,Slovak,28,выхватил,corr,"{'PREF': ['вы'], 'ROOT': ['хват'], 'SUFF': ['и', 'л']}"
12027,679976041,1,Slovak,29,взмокшая,corr,"{'PREF': ['вз'], 'ROOT': ['мок'], 'SUFF': ['ш'], 'END': ['ая']}"
12028,679976041,1,Slovak,30,шарахнулась,corr,"{'ROOT': ['шарах'], 'SUFF': ['н', 'у', 'л'], 'END': ['ас'], 'POSTFIX': ['ь']}"
12029,679976041,1,Slovak,31,командир,corr,{'ROOT': ['командир']}
12030,679976041,1,Slovak,32,ее,corr,{'ROOT': ['ее']}
12031,679976041,1,Slovak,33,полетели,corr,"{'PREF': ['по'], 'ROOT': ['лет'], 'SUFF': ['е', 'л'], 'END': ['и']}"
12032,679976041,1,Slovak,34,туче,corr,"{'ROOT': ['туч'], 'END': ['е']}"
12033,679976041,1,Slovak,35,пик,corr,{'ROOT': ['пик']}
12034,679976041,1,Slovak,36,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
12035,679976041,1,Slovak,37,сверкающими,corr,"{'ROOT': ['сверк'], 'SUFF': ['а', 'ющ'], 'END': ['ими']}"
12036,679976041,1,Slovak,38,солдат,corr,{'ROOT': ['солдат']}
12037,679976041,1,Slovak,39,трубою,corr,"{'ROOT': ['труб'], 'END': ['ою']}"
12038,679976041,1,Slovak,40,морща,corr,"{'ROOT': ['морщ'], 'END': ['а']}"
12039,679976041,1,Slovak,41,двинулся,corr,"{'ROOT': ['дви'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
12040,679976041,1,Slovak,42,шли,corr,"{'ROOT': ['шл'], 'END': ['и']}"
12041,685906041,1,Slovak,0,повернулся,corr,"{'PREF': ['по'], 'ROOT': ['вер'], 'SUFF': ['ну', 'л'], 'POSTFIX': ['ся']}"
12042,685906041,1,Slovak,1,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
12043,685906041,1,Slovak,2,плиток,corr,"{'ROOT': ['плит'], 'SUFF': ['ок']}"
12044,685906041,1,Slovak,3,"нашими спинами, как град, падают",corr,"({'PREF': ['на'], 'ROOT': ['шим'], 'END': ['и']}, {'ROOT': ['спин'], 'END': ['ами']}, {'ROOT': ['как']}, {'ROOT': ['град']}, {'ROOT': ['пад'], 'SUFF': ['а'], 'END': ['ют']})"
12045,685906041,1,Slovak,4,финики,corr,"{'ROOT': ['финик'], 'END': ['и']}"
12046,685906041,1,Slovak,5,видели чудо,corr,"({'ROOT': ['вид'], 'SUFF': ['е', 'л'], 'END': ['и']}, {'ROOT': ['чуд'], 'END': ['о']})"
12047,685906041,1,Slovak,6,и все,incorr,"({'ROOT': ['и']}, {'ROOT': ['все']})"
12048,685906041,1,Slovak,7,веревками,corr,"{'ROOT': ['верев'], 'SUFF': ['к'], 'END': ['ами']}"
12049,685906041,1,Slovak,8,его,incorr,{'ROOT': ['его']}
12050,685906041,1,Slovak,9,безумной,corr,"{'PREF': ['без'], 'ROOT': ['ум'], 'SUFF': ['н'], 'END': ['ой']}"
12051,685906041,1,Slovak,10,увидел,pcorr,"{'PREF': ['у'], 'ROOT': ['вид'], 'SUFF': ['е', 'л']}"
12052,685906041,1,Slovak,11,сходили,incorr,"{'PREF': ['с'], 'ROOT': ['ход'], 'SUFF': ['и', 'л'], 'END': ['и']}"
12053,685906041,1,Slovak,12,вела,incorr,"{'ROOT': ['ве'], 'SUFF': ['л'], 'END': ['а']}"
12054,685906041,1,Slovak,13,отступили,incorr,"{'PREF': ['от'], 'ROOT': ['ступ'], 'SUFF': ['и', 'л'], 'END': ['и']}"
12055,685906041,1,Slovak,14,которые,incorr,{'ROOT': ['которые']}
12056,685906041,1,Slovak,15,герцек,incorr,{'ROOT': ['герцек']}
12057,685906041,1,Slovak,16,горы,pcorr,"{'ROOT': ['гор'], 'END': ['ы']}"
12058,685906041,1,Slovak,17,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
12059,685906041,1,Slovak,18,скарлатина,incorr,"{'ROOT': ['скарлатин'], 'END': ['а']}"
12060,685906041,1,Slovak,19,Солдат,corr,{'ROOT': ['солдат']}
12061,685906041,1,Slovak,20,Солдат космоса,incorr,"({'ROOT': ['солдат']}, {'ROOT': ['космос'], 'END': ['а']})"
12062,685906041,1,Slovak,21,заставили,incorr,"{'PREF': ['за'], 'ROOT': ['став'], 'SUFF': ['и', 'л'], 'END': ['и']}"
12063,685906041,1,Slovak,22,вылетили,corr,"{'PREF': ['вы'], 'ROOT': ['лет'], 'SUFF': ['и', 'л'], 'END': ['и']}"
12064,685906041,1,Slovak,23,каменной,corr,"{'ROOT': ['камен'], 'SUFF': ['н'], 'END': ['ой']}"
12065,685906041,1,Slovak,24,накацу,incorr,"{'ROOT': ['накац'], 'END': ['у']}"
12066,685906041,1,Slovak,25,путь,corr,{'ROOT': ['путь']}
12067,685906041,1,Slovak,26,холоп,incorr,{'ROOT': ['холоп']}
12068,685906041,1,Slovak,27,приехал,incorr,"{'PREF': ['при'], 'ROOT': ['ех'], 'SUFF': ['а', 'л']}"
12069,685906041,1,Slovak,28,вытащил,corr,"{'PREF': ['вы'], 'ROOT': ['тащ'], 'SUFF': ['и', 'л']}"
12070,685906041,1,Slovak,29,потная,corr,"{'ROOT': ['пот'], 'SUFF': ['н'], 'END': ['ая']}"
12071,685906041,1,Slovak,30,шла,pcorr,"{'ROOT': ['шл'], 'END': ['а']}"
12072,685906041,1,Slovak,31,во влагалище,incorr,"({'ROOT': ['во']}, {'ROOT': ['влага'], 'SUFF': ['л', 'ищ'], 'END': ['е']})"
12073,685906041,1,Slovak,32,перешейки,incorr,"{'PREF': ['пере'], 'ROOT': ['шей'], 'SUFF': ['к'], 'END': ['и']}"
12074,685906041,1,Slovak,33,троицы,incorr,"{'ROOT': ['тр'], 'SUFF': ['о', 'иц'], 'END': ['ы']}"
12075,685906041,1,Slovak,34,облаке,corr,"{'ROOT': ['облак'], 'END': ['е']}"
12076,685906041,1,Slovak,35,пиков,corr,"{'ROOT': ['пик'], 'END': ['ов']}"
12077,685906041,1,Slovak,36,которых,incorr,{'ROOT': ['которых']}
12078,685906041,1,Slovak,37,веселыми,pcorr,"{'ROOT': ['весел'], 'END': ['ыми']}"
12079,685906041,1,Slovak,38,путь,pcorr,{'ROOT': ['путь']}
12080,685906041,1,Slovak,39,горной,pcorr,"{'ROOT': ['гор'], 'SUFF': ['н'], 'END': ['ой']}"
12081,685906041,1,Slovak,40,мрашной,incorr,"{'ROOT': ['мраш'], 'SUFF': ['н'], 'END': ['ой']}"
12082,685906041,1,Slovak,41,шёл,corr,"{'ROOT': ['шё'], 'SUFF': ['л']}"
12083,685906041,1,Slovak,42,шли,corr,"{'ROOT': ['шл'], 'END': ['и']}"
12084,694806041,1,Slovak,0,повернулся,corr,"{'PREF': ['по'], 'ROOT': ['вер'], 'SUFF': ['ну', 'л'], 'POSTFIX': ['ся']}"
12085,694806041,1,Slovak,1,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
12086,694806041,1,Slovak,2,плиток,corr,"{'ROOT': ['плит'], 'SUFF': ['ок']}"
12087,694806041,1,Slovak,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
12088,694806041,1,Slovak,4,финики,corr,"{'ROOT': ['финик'], 'END': ['и']}"
12089,694806041,1,Slovak,5,увидеть,incorr,"{'PREF': ['у'], 'ROOT': ['вид'], 'SUFF': ['е'], 'END': ['ть']}"
12090,694806041,1,Slovak,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
12091,694806041,1,Slovak,7,веревки,corr,"{'ROOT': ['верев'], 'SUFF': ['к'], 'END': ['и']}"
12092,694806041,1,Slovak,8,допросе,corr,"{'ROOT': ['допрос'], 'END': ['е']}"
12093,694806041,1,Slovak,9,безумной,corr,"{'PREF': ['без'], 'ROOT': ['ум'], 'SUFF': ['н'], 'END': ['ой']}"
12094,694806041,1,Slovak,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
12095,694806041,1,Slovak,11,ступеням,corr,"{'ROOT': ['ступен'], 'END': ['ям']}"
12096,694806041,1,Slovak,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
12097,694806041,1,Slovak,13,каторжников,pcorr,"{'ROOT': ['каторж'], 'SUFF': ['ник'], 'END': ['ов']}"
12098,694806041,1,Slovak,14,призывателей,pcorr,"{'PREF': ['при'], 'ROOT': ['зыв'], 'SUFF': ['а', 'тел'], 'END': ['ей']}"
12099,694806041,1,Slovak,15,греческом,corr,"{'ROOT': ['греч'], 'SUFF': ['еск'], 'END': ['ом']}"
12100,694806041,1,Slovak,16,голос,pcorr,{'ROOT': ['голос']}
12101,694806041,1,Slovak,17,весело,corr,"{'ROOT': ['весел'], 'END': ['о']}"
12102,694806041,1,Slovak,18,сорванцов,corr,"{'PREF': ['со'], 'ROOT': ['рван'], 'SUFF': ['ц'], 'END': ['ов']}"
12103,694806041,1,Slovak,19,Солдат,corr,{'ROOT': ['солдат']}
12104,694806041,1,Slovak,20,знаменем,pcorr,"{'ROOT': ['знамен'], 'END': ['ем']}"
12105,694806041,1,Slovak,21,остановились,corr,"{'ROOT': ['останов'], 'SUFF': ['и', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
12106,694806041,1,Slovak,22,вылетела,corr,"{'PREF': ['вы'], 'ROOT': ['лет'], 'SUFF': ['е', 'л'], 'END': ['а']}"
12107,694806041,1,Slovak,23,каменной,corr,"{'ROOT': ['камен'], 'SUFF': ['н'], 'END': ['ой']}"
12108,694806041,1,Slovak,24,,incorr,{'HYPH': ['-']}
12109,694806041,1,Slovak,25,путь,corr,{'ROOT': ['путь']}
12110,694806041,1,Slovak,26,мальчик,corr,"{'ROOT': ['мальч'], 'SUFF': ['ик']}"
12111,694806041,1,Slovak,27,крошечны,incorr,"{'ROOT': ['крошеч'], 'SUFF': ['н'], 'END': ['ы']}"
12112,694806041,1,Slovak,28,вытащил,corr,"{'PREF': ['вы'], 'ROOT': ['тащ'], 'SUFF': ['и', 'л']}"
12113,694806041,1,Slovak,29,потная,corr,"{'ROOT': ['пот'], 'SUFF': ['н'], 'END': ['ая']}"
12114,694806041,1,Slovak,30,откинувшись,pcorr,"{'PREF': ['от'], 'ROOT': ['ки'], 'SUFF': ['н', 'у', 'вши'], 'POSTFIX': ['сь']}"
12115,694806041,1,Slovak,31,жгутом,incorr,"{'ROOT': ['жгут'], 'END': ['ом']}"
12116,694806041,1,Slovak,32,перешейке,pcorr,"{'PREF': ['пере'], 'ROOT': ['шей'], 'SUFF': ['к'], 'END': ['е']}"
12117,694806041,1,Slovak,33,скакали,corr,"{'ROOT': ['скак'], 'SUFF': ['а', 'л'], 'END': ['и']}"
12118,694806041,1,Slovak,34,облаке,corr,"{'ROOT': ['облак'], 'END': ['е']}"
